sentence,gold_root,pred_root
<s>The US secretary of state</s> held talks with <t>Prime Minister Shinzo Abe</t> to discuss the Japanese government's North Korea policy before heading to Pyongyang on Sunday.,CONSULT,CONSULT
"<s>Belgrade's High Court of Justice</s> has rejected the <t>Romanian authorities</t>' request to extradite former House lawmaker Sebastian Ghita, and has established that he is eligible for asylum, the final decision set to be transmitted to the Serbian Interior Ministry.",REJECT,REJECT
<s>A Democratic State Representative</s> has declined to resign under pressure from <t>others in his party</t> over his association with an alleged racist talk show host.,REJECT,REJECT
"<s>French President Emmanuel Macron</s> firmly rejected any military solution to the <t>North Korean</t> crisis and warned against scrapping the nuclear agreement with Iran, in an exclusive interview Tuesday with CNN.",REJECT,REJECT
"<s>Afghan President Ashraf Ghani</s> condemned <t>the barbaric and unforgivable attacks</t>, which are the latest in a relentless wave of assaults by the Taliban, who now hold sway over about half of the country and regularly target government forces.",ACCUSE,ACCUSE
<s>The Klingons</s> demanded support from <t>the Federation</t> because the Khitomer Accords mandated their support.,REQUEST,REQUEST
<s>FBI Director Christopher Wray</s> will meet <t>US President Donald Trump</t> at the White House on Monday to discuss the US Justice Department's disputes with Republicans over documents related to the Russia investigation.,CONSULT,CONSULT
<s>NATO Secretary-General Jens Stoltenberg</s> in his opening remarks before the talks with Zelenskiy on Thursday confirmed NATO's support for <t>Ukraine</t>'s fight against Russia-backed separatists in the east.,SUPPORT,SUPPORT
"On March 29, by a 286-344 vote, <s>Britain's parliament</s> rejected <t>the EU withdrawal agreement</t> for a third time.",REJECT,REJECT
"<s>Haftar, a former CIA asset</s>, launched a military operation on <t>Tripoli</t> in early April after sweeping through much of Libya's south and capturing most of the country's oil installations.",ASSAULT,ASSAULT
"<s>The United Nations</s> has temporarily suspended aid deliveries in <t>Nigeria</t>, the former stronghold of jihadists Boko Haram, after a humanitarian convoy was attacked, the UN children's agency Unicef said on Thursday.",SANCTION,SANCTION
<s>The Bush administration</s> has lifted sanctions imposed on <t>China</t> because of transactions made by two Chinese companies involving missile technology.,YIELD,YIELD
<s>The United States</s> on Friday suspended military aid to <t>Mali</t> after a group of rebel military officers seized power and placed the West African country's president under arrest.,SANCTION,SANCTION
"In addition to working in Somalia, <s>MSF</s> also provides medical humanitarian assistance to <t>Somalis in the Dadaab refugee camp in Kenya, as well as in the Somali region of Ethiopia</t>.",AID,AID
"<s>The Iraqi government</s> lifted the daytime curfew in <t>Baghdad</t> on Saturday, but access to roads leading to major squares remained blocked for fear of further deadly protests, AFP correspondents reported.",YIELD,YIELD
<s>Turkey</s> has also repeatedly threatened to attack <t>Kurdish fighters across the border in north-eastern Syria</t>.,THREATEN,THREATEN
<s>EU</s> called for sanctions against <t>the entities in Uganda</t> responsible for human rights violations.,THREATEN,REQUEST
<s>US president</s> agreed to discontinue tariff on about $ 162 billion on <t>Chinese goods</t> and to cut an existing 15% levy on imports.,AGREE,AGREE
<s>Indian police</s> have imposed a curfew in <t>parts of the western city of Ahmedabad</t> after deadly clashes between Hindu and Muslim gangs continued into the early hours of Saturday.,COERCE,COERCE
<s>President Trump</s> has threatened severe sanctions against <t>Iraq</t> after its parliament called on US troops to leave the country.,THREATEN,THREATEN
<s>Merkel</s> met <t>Erdogan</t> for talks that are expected to focus on the future of a migration deal between Turkey and the EU that helped decrease refugee flows to Europe.,CONSULT,CONSULT
"<s>Protest leaders</s> in <t>Sudan</t> have agreed to end the general strike that brought Khartoum to a standstill this week and are willing to resume power-sharing talks with the ruling military council, an Ethiopian mediator said on Tuesday.",AGREE,AGREE
"On Malaysia, <s>Interpol</s> has issued arrest warrant for the four men, who are believed to be back in <t>Pyongyang</t>, but North Korea is not a member of the organization.",COERCE,REQUEST
"<s>The United Nations Security Council</s> has imposed sanctions on <t>the Central African Republic (CAR) and the Democratic Republic of the Congo (DRC) </t>due to widespread insecurity and lack of law and order, as well as human rights abuses by armed groups.",COERCE,SANCTION
"<s>Congo government</s> outlawed <t>Zairian Association for the Defence of Human Right</t>, the country's leading human rights organization.",COERCE,COERCE
"Six persons were killed on Thursday when <s>suspected Boko Haram terrorists</s> ambushed <t>the convoy of the Nigerian Army's commanding officer</t> near Bulabilin, a village along the Maiduguri/Damboa highway.",ASSAULT,ASSAULT
<s>Britain</s> agreed to open its borders to <t>refugee Jewish children</t>.,YIELD,AGREE
"<s>Trump</s> threatened to attack <t>52 Iranian sites</t> if Iran strikes any Americans, or American assets.",THREATEN,THREATEN
"MANAGUA, Nicaragua -- <s>Nicaraguan police</s> arrested <t>a U.S. citizen</t> in the killing of two women in the tourist destination of Granada, the government said Tuesday.",COERCE,COERCE
"<s>Israeli forces</s> have imposed blockades around Palestinian towns in <t>the West Bank</t>, sometimes causing severe shortages of necessities like flour, sugar, and gasoline.",ASSAULT,COERCE
"<s>U.S. President Donald Trump</s> will make a state visit to the <t>United Kingdom</t> in June, Buckingham Palace announced on Tuesday, a trip Britain hopes will cement transatlantic relations but one that immediately prompted criticism and promises of protests.",AGREE,CONSULT
<s>Britain's Royal Marines</s> said it will not release <t>the Iranian oil tanker</t> unless it can prove it was not breaking European sanctions on oil shipments to Syria.,REJECT,THREATEN
"<s>The Office of Inspector General</s> opened fraud investigations against <t>each of the top 25 providers</t>, which has caused more injury and damages to him,” the complaint states.",ACCUSE,ACCUSE
"<s>Boko Haram jihadists</s> overran <t>a military base in northeast Nigeria</t> after a ferocious firefight, military and vigilante sources said Sunday, the second assault on the country's forces in two days.",ASSAULT,ASSAULT
<s>The Ethiopian government</s> allows UN humanitarian aid workers expanded access to <t>the Tigray region</t>.,YIELD,AID
"<s>The European Parliament (EP)</s> and <t>European Union (EU) Council</t> failed to reach agreement on an update to the novel foods regulation, which would have updated the 1997 regulation to address several issues, including nanoscale ingredients in food.",REJECT,REJECT
<s>President Trump</s> has called <t>Denmark's Prime Minister</t> nasty and cancelled a planned visit after she rejected his idea of buying Greenland.,ACCUSE,REJECT
"According to him, on that line, <s>the European Union</s> gave <t>the TCN</t> a grant, which is free money for the Nigerian government, worth about 25 million Euros.",AID,AID
"The <s>Afghan Interior Ministry</s>, which runs the prison system, recently refused a request from <t>The New York Times</t> to visit Pul-e-Charki prison.",REJECT,REJECT
"<s>Lopez-Gatell</s> defended <t>Mexico</t>'s handling of the epidemic, saying it was adopting measures at an earlier stage than countries that have been hit hard by the virus.",SUPPORT,SUPPORT
<s>The Trump administration</s> has refused to respond to a request from <t>Congress</t> to provide a report determining who killed the Saudi journalist Jamal Khashoggi.,REJECT,REJECT
"<s>The United States, India, Israel, Pakistan and other governments</s> have sent emergency supplies and personnel such as doctors to <t>Nepal</t>.",AID,AID
"<s>A Russian court</s> convicted <t>an American corporate security executive</t> Monday of espionage and sentenced him to 16 years in prison after a closed trial that the U.S. denounced as a “mockery of justice,” and it angrily said his treatment in jail was “appalling.",COERCE,COERCE
<s>Japan</s> lifted travel curbs to and from <t>North Korea</t> and ended restrictions on the amount of money that can be sent or brought to the impoverished North without notifying <s>Japan</s>ese authorities.,YIELD,YIELD
<s>The Nigerian Senate</s> has set up a committee to probe <t>Senator Elias Abbo</t> for allegedly assaulting a woman in Abuja in a sex toy shop.,ACCUSE,ASSAULT
<s>US President Donald Trump</s> on Tuesday lifted a travel ban imposed on <t>Chadian citizens</t> following a six-month government review.,YIELD,YIELD
"<s>Venezuela's embattled president, Nicolas Maduro</s>, is rejecting <t>President Donald Trump's call</t> for a new day in Venezuela and comparing the tone of the American president's speech in Miami to that of a Nazi.",REJECT,REJECT
"<s>US President Donald Trump</s> ordered a new FBI investigation into sexual assault allegations against <t>his Supreme Court pick</t> Friday, as the Senate delayed a vote on Brett Kavanaugh's nomination to make way for the probe.",ACCUSE,REQUEST
<s>North Korean propaganda media</s> have launched a new campaign of denunciations of the <t>South Korean media</t> as denuclearization talks came to a standstill.,ACCUSE,ACCUSE
<s>Thailand</s> agreed to open its borders and grant asylum to refugees from <t>Kampuchea</t>.,AGREE,AGREE
"<s>The Supreme Court of Appeal in Bahrain</s> rejected an appeal lodged by <t>the Bahraini man</t>, who was convicted of organising an illegal gathering and rioting.",REJECT,REJECT
"<s>Rwanda's parliament</s> has just approved a plan for Russia's state-owned Rosatom nuclear conglomerate to build it a nuclear research center and reactor in <t>the capital, Kigali</t>.",YIELD,COOPERATE
<s>The UK Coalition Government</s>'s plans to impose restrictions on the right of workers from <t>new EU counties</t> to come and work in the UK.,THREATEN,COERCE
"<s>A local Taliban leader and his five associates</s> have given up fighting and surrendered in <t>Afghanistan's northern Faryab province</t>, an army source said Tuesday.",YIELD,YIELD
<s>The German government</s> announced on Wednesday that it has earmarked 1.5 million euros ($2.2 million) in emergency aid to help <t>Haiti</t> cope with the devastion caused by Tuesday's earthquake.,AID,AID
<s>Boston police</s> have arrested <t>a New Hampshire man</t> they say offered cash to buy a 13-year-old girl from her parents before grabbing her arm in an attempted kidnapping.,COERCE,COERCE
"Before the votes were all in, <s>the Workers' Party leader in the lower house, Jose Guimaraes</s>, conceded defeat.",YIELD,YIELD
<s>U.S.</s> is pushing hard <t>Palestinian state</t> for a negotiated settlement with Israel sooner.,REQUEST,REQUEST
<s>Senior Afghan intelligence officials</s> shared evidence with <t>their Pakistani counterparts</t> regarding the involvement of the so-called Quetta Shura in the assassination of former Afghan President Burhanuddin Rabbani.,COOPERATE,CONSULT
<s>Washington</s> suspended military aid to <t>Pakistan</t> that could total more than $2 billion.,SANCTION,SANCTION
<s>Syrian President Bashar Assad</s> said <t>Turkey</t> must mediate Israel-Syria peace talks.,REQUEST,REQUEST
"<s>The Afghan government</s>, which is kept out of the U.S.-Taliban talks, Friday reiterated its opposition to <t>the Taliban's reported offer</t> of a reduction in violence, saying an extensive cease-fire could only test the insurgent group's seriousness and further the peace effort.",REJECT,REJECT
"<s>The Japanese government</s> condemned <t>the attack</t> as despicable, while Prime Minister Shinzō Abe, in addition to his own condemnation, stated that Tokyo was working to collect further information.",ACCUSE,ACCUSE
